OBJECT_ID	SA2022	Factor
B18840	A047298002/01	0.9414
B18841	A047298002/02	0.6711
B05691	A047298004	0.9464
B05694	A047298005	0.9587
B05073	A048056003	0.8387
B05072	A048056005	0.9239
B05100	A048056007	0.9225
B05099	A048056002	0.935
B05075	A048056004	0.8444
B05076	A048056006	0.8238
B05074	A048056001	0.8386
B05047	A048057006	0.9429
B05046	A048057001	1.0071
B05050	A048057004	0.9482
B05048	A048057003	0.9651
B05051	A048057005	0.7953
B05045	A048057002	0.8012
B05049	A048057007	0.7842
B05510	A048058001	0.9719
B05507	A048058002	0.9669
B05508	A048058003	0.9385
B05509	A048058004	0.9282
B17809	A047299001	0.8549
B05152	A048059001	0.9825
B05153	A048059003	0.8234
B05151	A048059002	0.8016
B07065	A048060003	0.9269
B07085	A048060001	0.9476
B06518	A048060005	0.9482
B06670	A048060004	0.9513
B06658	A048060002	0.7141
B13238	A047300004	0.8522
B13317	A047300003	0.8437
B13315	A047300002	0.8379
B13316	A047300001	0.7961
B17737	A047301002	0.803
B17734	A047301001	0.7969
B18053	A047302001	0.8153
B15985	A047302002	0.8146
B07954	A047303013	0.8315
B07957	A047303015	0.8288
B07964	A047303017	0.8114
B07958	A047303004/047303005	0.8075
B07959	A047303011	0.8138
B07961	A047303016	0.8086
B07956	A047303014	0.8109
B07962	A047303007	0.7805
B07955	A047303008	0.8071
B07963	A047303018	0.7813
B07967	A047303006	0.7982
B07960	A047303012	0.8052
B07980	A047303003	0.7561
B07979	A047303001	0.7511
B07953	A047303002/047303010	0.7338
B07981	A047303009/01	0.7676
B07966	A047303009/03	0.6838
B07965	A047303009/02	0.6798
B16355	A047304001	0.7959
B16354	A047304002	0.7513
B16280	A047304003	0.797
B17543	A047305001	0.8217
B16285	A047306002	0.7562
B16284	A047306003	0.7946
B16316	A047306001	0.7664
B17772	A047307001	0.8236
B15275	A047308002	0.8057
B15276	A047308001	0.7964
B15281	A047309003	0.8582
B15279	A047309001	0.8594
B15280	A047309002/047309004	0.8146
B05401	A048061006	1.6792
B05400	A048061003	1.6478
B05398	A048061007	1.5223
B05402	A048061008/02	1.3838
B05405	A048061008/01	1.2819
B05403	A048061001	1.0675
B05404	A048061002	1.0643
B05397	A048061005	1.0564
B05399	A048061004	0.9622
B05465	A048062009	1.0944
B05463	A048062013	1.0197
B05469	A048062002	1.0972
B05459	A048062010	1.2942
B05470	A048062006	1.0554
B05471	A048062001	1.227
B05468	A048062003	1.3047
B05464	A048062012	1.0418
B05467	A048062011	1.0684
B05472	A048062005	1.1562
B05462	A048062014	1.0291
B05461	A048062008	0.9933
B05460	A048062007	1.0165
B05466	A048062004	1.299
B05683	A048063007	1.0055
B05685	A048063004	1.0163
B05686	A048063001	0.9573
B05682	A048063006	0.9704
B05681	A048063002	0.9939
B05684	A048063003	0.9442
B05680	A048063005	0.981
B13203	A047310003	0.9007
B13289	A047310002	0.8441
B13288	A047310001	0.8226
B10551	A047311002	0.8736
B10473	A047311001	0.8298
B05026	A048064004/048064005	0.9971
B05025	A048064001	0.9892
B05024	A048064002	0.9432
B05027	A048064008	0.7681
B05022	A048064009	0.8763
B05023	A048064003	0.8164
B05021	A048064006	0.8743
B05020	A048064007	0.9394
B05353	A048065007	1.1834
B05358	A048065006	1.0888
B05359	A048065004	1.0538
B05361	A048065001/02	0.9665
B05355	A048065010	1.0126
B05357	A048065003	0.9521
B05354	A048065008	1.0857
B05356	A048065009	1.0599
B05360	A048065002	1.0143
B05352	A048065005	0.9627
B05351	A048065001/01	0.8929
B05119	A048066002	1.402
B05122	A048066004	1.3958
B05118	A048066003	1.3019
B05121	A048066001	1.0778
B05124	A048066007	1.064
B05123	A048066005	1.055
B05120	A048066006	1.0052
B06654	A048067002	1.0977
B06655	A048067001	1.0517
B06699	A048067003	1.0412
B16250	A047312002/047312005	0.92
B17624	A047312001/047312003/047312004	0.8405
B05216	A048068002	0.9516
B05217	A048068001	1.0254
B05215	A048068003	0.8892
B06499	A048069001	0.8842
B06521	A048069002	0.8809
B06509	A048069003	0.8831
B06520	A048069004	0.8264
B05130	A048070010	1.0229
B05128	A048070005	1.0009
B05132	A048070002	1.0253
B05131	A048070004	0.9998
B05134	A048070003	1.0043
B05129	A048070009	0.9992
B05136	A048070008	0.8023
B05139	A048070001	0.9681
B05137	A048070007	0.9407
B05138	A048070012	0.8426
B05133	A048070006	0.8854
B05135	A048070011	0.8036
B13041	A047313006/047313005	0.839
B13042	A047313007/047313008/047313009	0.7482
B13105	A047313001/047313004	0.8513
B13106	A047313003/047313002	0.8401
B18426	A047314002	0.9272
B17646	A047314001	0.8495
B06504	A048071004	0.9659
B06503	A048071001	0.9644
B06717	A048071002	0.9396
B06501	A048071003	0.9374
B06502	A048072006	0.9806
B06714	A048072004	0.9821
B06712	A048072005	0.9904
B06716	A048072003	0.9767
B06715	A048072002	0.9416
B06709	A048072001	0.9451
B05054	A048073002/02	1.0401
B05052	A048073001	1.057
B05053	A048073003	1.061
B05055	A048073002/01	0.9551
B05219	A048074002	1.0033
B05218	A048074001	0.9739
B17638	A047315003	0.843
B18162	A047315001	0.8482
B17639	A047315002	0.8288
B17545	A047316001	0.8095
B15316	A047317002	0.7939
B15314	A047317003	0.8175
B15315	A047317001	0.8006
B13081	A047318004	0.8015
B13082	A047318002	0.7933
B13125	A047318005	0.7905
B13124	A047318001/01	0.7264
B13080	A047318003	0.6905
B13126	A047318001/02	0.7883
B18918	A047041005/05	0.878
B18869	A047041005/01	0.8487
B18870	A047041005/03/047041005/047041001/047041004/047041002/047041003/047319001	0.8411
B15307	A047041005/04	0.8494
B15306	A047041005/02	0.8477
B05162	A047320001	0.9745
B13283	A047320009	0.8154
B05160	A047320002	0.9467
B13199	A047320004	0.7953
B13285	A047320007	0.81
B13282	A047320008	0.8179
B13200	A047320010	0.753
B05161	A047320005	0.962
B07328	A047320006	0.9445
B18559	A047320003/02	0.788
B13284	A047320003/01	0.7947
B13074	A047219001	0.8591
B13116	A047219002	0.8337
B17523	A047321001	0.8708
B16328	A047321002	0.8738
B13287	A047322004	0.9245
B13286	A047322003	0.8128
B13201	A047322002	0.9166
B13202	A047322005	0.9104
B15013	A047322001	0.9072
B13213	A047323019	1.2768
B13305	A047323020	1.2724
B13304	A047323027	1.0821
B13301	A047323023	1.081
B13307	A047323028	1.079
B13309	A047323026	1.0764
B13221	A047323016	0.9547
B13298	A047323006	0.9506
B13212	A047323017	0.9466
B13211	A047323015	0.9458
B13293	A047323009	0.9454
B13306	A047323025	0.9427
B13217	A047323012/047323013	0.9408
B13218	A047323011	0.9362
B13292	A047323030	0.9338
B13311	A047323004	0.9327
B13299	A047323005	0.9298
B13303	A047323021	0.9293
B13214	A047323001	0.9236
B13310	A047323007	0.9234
B13215	A047323031	0.9233
B13296	A047323014	0.9229
B13295	A047323002	0.9204
B13294	A047323033	0.9112
B13216	A047323010	0.9104
B13308	A047323024	0.9078
B13210	A047323034/047323035	0.9076
B13219	A047323029	0.9076
B13220	A047323022	0.9059
B13302	A047323008	0.9034
B13297	A047323032	0.9026
B13300	A047323003	0.9002
B13312	A047323018	0.897
B17596	A057001001	1.3558
B16227	A057001002	1.3671
B06364	A057002011	1.4625
B06401	A057002006	1.3586
B06363	A057002012	1.3292
B06362	A057002009/057002013	1.4599
B18859	A057002007	1.2962
B06400	A057002003/057002014	1.3615
B06399	A057002004/057002010	1.3421
B06402	A057002002	1.3485
B06397	A057002008/057002005	1.31
B06398	A057002001	1.3293
B15782	A057003004	1.4546
B16873	A057003001	1.6391
B16872	A057003003/057003005	1.689
B18254	A057003002	1.5032
B06406	A057004004	1.4934
B06407	A057004005	1.3276
B07192	A057004006	1.3276
B06405	A057004002	1.2332
B06414	A057004003	1.3064
B06413	A057004001	1.3345
B06415	A057004007	1.2799
B16239	A057005002	1.3766
B18173	A057005001	1.4277
B18256	A057005004	1.4279
B18252	A057005006	1.3063
B16240	A057005003/057005005	1.3335
B15619	A057006004	1.3468
B15618	A057006003	1.2708
B15622	A057006002	1.2878
B15621	A057006001/057006005/057006007	1.2266
B15620	A057006006/057006008/057006009	1.3627
B14389	A057008004	1.5058
B18857	A057007001/02	1.3372
B14508	A057008005	1.365
B15610	A057007001/01	1.4992
B14509	A057008006	1.3522
B10353	A057007002/057007004	1.2778
B15609	A057007003	1.3044
B14510	A057008001/057008002/057008003	1.2242
B15630	A057010002	1.297
B15631	A057010001/02	1.2553
B15629	A057010001/01	1.2545
B14519	A057009007/057009001	1.2841
B14520	A057009005/057009006	1.344
B14518	A057009003	1.3426
B14521	A057009002	1.4262
B14522	A057009004/057009008	1.3224
B14563	A057011004	1.3569
B14561	A057011003	1.3549
B14564	A057011006/01	1.3417
B14567	A057011005	1.3309
B14615	A057011001	1.2135
B14616	A057011007	1.247
B14614	A057011008	1.1942
B14566	A057011009	1.3237
B14565	A057011006/02	1.2712
B14562	A057011002	1.2699
B14559	A057013004	1.5766
B15615	A057013007	1.2486
B14609	A057013002/057013005	1.1707
B14610	A057013006	1.2454
B14611	A057013001	1.2182
B14558	A057013003	1.4526
B14572	A057012001	1.7484
B14571	A057012005	1.7431
B14573	A057012002	1.6427
B14618	A057012009	1.5191
B14569	A057012003	1.5159
B14570	A057012007	1.5079
B18878	A057012010/057012004	1.5062
B14617	A057012006/057012011	1.4752
B14568	A057012008	1.473
B17591	A057014001	1.3633
B14575	A057015002	1.3712
B14574	A057015001	1.2907
B14620	A057015004	1.2947
B14619	A057015003	1.2571
B14621	A057015005	1.2568
B16219	A057016001	1.3891
B18219	A057016002	1.303
B14366	A057017002	1.5997
B14370	A057017009	1.5307
B14364	A057017004	1.4586
B14367	A057017005	1.4501
B14369	A057017008	1.4497
B14365	A057017007	1.4456
B14373	A057017003	1.433
B14368	A057017011	1.4187
B14363	A057017010	1.4186
B14372	A057017006	1.4106
B14498	A057017001	1.2801
B14499	A057017012	1.2844
B14371	A057017014/057017013	1.4027
B14397	A057018006	1.6997
B14395	A057018009	1.6048
B14400	A057018002	1.5997
B14392	A057018003	1.562
B14401	A057018005	1.5287
B14399	A057018016	1.5056
B14391	A057018004	1.455
B14396	A057018007	1.4508
B14398	A057018014	1.4373
B14512	A057018001	1.4362
B14394	A057018011	1.4209
B14511	A057018013	1.4152
B14390	A057018010	1.4058
B14393	A057018008/057018015	1.4019
B14513	A057018012	1.3981
B14637	A057019003	1.2902
B14639	A057019001	1.2601
B14638	A057019005/057019004	1.2102
B14801	A057019004	1.3494
B14585	A057019002	1.2873
B14535	A057020006	1.5638
B14531	A057020013	1.4694
B14471	A057020005	1.4145
B14530	A057020009	1.4128
B14469	A057020014/057020015	1.411
B14532	A057020003	1.405
B14534	A057020001	1.4027
B14473	A057020011	1.3888
B14533	A057020007/057020008	1.3768
B14470	A057020010/057020012	1.3665
B14472	A057020002	1.3117
B14374	A057021006	1.2956
B14501	A057021001	1.2581
B14502	A057021004	1.3273
B14500	A057021003/057021002	1.2775
B14503	A057021005	1.2949
B11531	A057022007	1.6877
B11532	A057022005/057022006	1.511
B11530	A057022003	1.4943
B11529	A057022008	1.4885
B11534	A057022010	1.4731
B11533	A057022004	1.4711
B11565	A057022009	1.4662
B11567	A057022001	1.4607
B11566	A057022002	1.3725
B11585	A057023006/057023005	1.3766
B15628	A057023002	1.3744
B11654	A057023004	1.3782
B11653	A057023001	1.454
B11655	A057023003	1.3102
B18879	A057024002	1.3013
B15623	A057024001	1.2163
B11544	A057025003	1.32
B11577	A057025002/057025005	1.3683
B11578	A057025001/057025004	1.3547
B18172	A057026004	1.6159
B18247	A057026005	1.6116
B18171	A057026001	1.3459
B18163	A057026002/057026003	1.3648
B10323	A057027001	1.2937
B10343	A057027003	1.364
B10344	A057027002	1.3356
B11538	A057028004	1.5052
B11753	A057028005	1.7613
B11539	A057028002	1.4962
B11537	A057028006	1.6058
B10348	A057028003	1.3732
B11572	A057028001	1.3496
B08455	A057029003	1.4305
B08454	A057029002	1.3308
B08462	A057029004	1.2689
B08461	A057029005	1.2303
B08453	A057029001	1.1883
B14407	A057030003	1.3347
B14514	A057030001/057030012	1.1822
B14409	A057030005	1.3289
B14404	A057030006	1.3176
B14408	A057030004	1.3065
B14405	A057030013	1.3056
B14403	A057030011	1.2739
B14411	A057030002	1.2728
B14406	A057030007	1.2493
B14402	A057030008	1.2449
B15017	A057030009	1.2225
B14410	A057030010	1.2166
B16042	A057031002	1.5067
B17589	A057031001	1.2997
B17601	A057032001	1.358
B17130	A057032002	1.1953
B15957	A057033001	1.2389
B16229	A057034003	1.3895
B18093	A057034004	1.3498
B16231	A057034001	1.2983
B16232	A057034002	1.2563
B15599	A057035002	1.5479
B15597	A057035003	1.4704
B15598	A057035001	1.3488
B17595	A057036001	1.2326
B16221	A057036003	1.2308
B18237	A057036002	1.2226
B18212	A057037006	1.8374
B18880	A057037004	1.7962
B18214	A057037002	1.4324
B18269	A057037003	1.3772
B18213	A057037005	1.2959
B18542	A057037001	1.3898
B10331	A057038005	1.9647
B10609	A057038007	1.8425
B10329	A057038001	1.7997
B10327	A057038006	1.7959
B18543	A057038008/02	1.6093
B10330	A057038002	1.6962
B10352	A057038009	1.4349
B10328	A057038004	1.6135
B10351	A057038008/01	1.3395
B10332	A057038003	1.6033
B11583	A057039007	1.6073
B11582	A057039002	1.6431
B11650	A057039003	1.2789
B11580	A057039008	1.5132
B11581	A057039001	1.6027
B11647	A057039005/057039009	1.3185
B11649	A057039010	1.275
B11648	A057039006	1.3215
B11646	A057039004	1.223
B16217	A057040001	1.3442
B16218	A057040002	1.362
B14529	A057041002	1.3026
B14528	A057041004	1.2127
B14467	A057041003	1.323
B14466	A057041005	1.316
B14468	A057041001	1.3002
B16190	A057042003/057042004	1.3702
B16439	A057042002	1.3308
B18201	A057042001	1.3129
B16178	A057043001	1.2962
B11543	A057044004	1.4982
B11542	A057044003	1.3608
B11575	A057044002	1.3644
B11576	A057044001	1.3194
B07165	A057045010	1.3806
B06389	A057045012	1.498
B07164	A057045013	1.3895
B07162	A057045003	1.5008
B06358	A057045001/057045002	1.3037
B07163	A057045007	1.3522
B06385	A057045006	1.4949
B06387	A057045011	1.4605
B06384	A057045009	1.4555
B06383	A057045008	1.4597
B06386	A057045004	1.3691
B06388	A057045005	1.3308
B16255	A057046001	1.4336
B16868	A057047001	1.3728
B15617	A057048001/057048002	1.3371
B11781	A057049001	1.3528
B11564	A057049004/057049002	1.3061
B11563	A057049006	1.4273
B11561	A057049003	1.3233
B11562	A057049005	1.3314
B16870	A057050004/057050005	1.3234
B16871	A057050001/057050006/057050008	1.3442
B15780	A057050002	1.3289
B18253	A057050007	1.2927
B16224	A057050003	1.269
B16317	A057051002	1.3374
B18206	A057051001	1.3193
B18207	A057051003	1.3542
B16186	A057052001/057052002	1.2366
B10316	A057053013	1.5758
B10318	A057053010	1.4334
B10313	A057053018/057053011	1.4246
B10319	A057053012	1.4175
B10317	A057053017	1.4154
B10315	A057053014	1.3979
B10320	A057053006/057053009	1.3971
B10321	A057053015	1.3828
B10341	A057053002	1.3155
B10340	A057053005	1.2669
B10312	A057053009	1.2789
B10342	A057053008	1.1978
B10339	A057053001	1.2021
B10338	A057053003/057053007	1.1147
B10314	A057053004	1.3539
B10322	A057053016	1.2937
B17598	A057054001	1.5608
B14458	A057055003	1.4409
B14517	A057055004	1.4282
B14516	A057055001	1.2405
B14457	A057055002	1.4082
B16320	A057056005	1.3806
B18210	A057056001/057056002	1.4275
B16319	A057056003	1.379
B18211	A057056004	1.4534
B10334	A057057002/01/057057008	1.2645
B10359	A057057006/057057007	1.276
B10356	A057057002/02/057057004/057057001	1.3248
B10357	A057057005	1.343
B10358	A057057003	1.352
B07160	A057058006	1.4338
B06739	A057058009	1.4317
B06738	A057058003	1.3884
B06490	A057058005	1.3768
B06740	A057058004	1.3247
B06485	A057058010	1.3758
B07161	A057058008	1.321
B06438	A057058001	1.3686
B06437	A057058011	1.3461
B06436	A057058002/057058007	1.3132
B10324	A057059005	1.4636
B10325	A057059003	1.3331
B10345	A057059002/057059004	1.4572
B15600	A057059006/057059001	1.2872
B15637	A057060004	1.3484
B15636	A057060001	1.43
B15639	A057060003	1.3507
B15638	A057060002	1.2849
B18221	A057061001	1.3382
B18222	A057061003	1.3408
B16220	A057061002	1.3846
B14465	A057062007	1.3323
B14526	A057062002/057062005	1.2145
B14525	A057062001	1.2058
B14527	A057062003	1.1489
B14463	A057062004	1.3036
B14464	A057062006	1.2441
B08474	A057063002	1.4344
B08543	A057063004/057063006	1.2841
B08472	A057063005	1.2022
B08473	A057063001	1.2362
B08542	A057063007/057063003	1.2957
B16318	A057064003/057064006	1.3569
B18208	A057064002	1.3295
B18203	A057064004/057064005	1.285
B18209	A057064001	1.3084
B16039	A057065004	1.4613
B17603	A057065001/057065002	1.3692
B18202	A057065003	1.4294
B16181	A057066001	1.3038
B15724	A057066002	1.3277
B18881	A057067003	1.4848
B11584	A057067002	1.4679
B11651	A057067001	1.3395
B11652	A057067004	1.3447
B16177	A057068001	1.4348
B16228	A057068002	1.3592
B17602	A057069001	1.3648
B16189	A057070003	1.3717
B16188	A057070001/057070002	1.3447
B17083	A057071001	1.2954
B16440	A057071002	1.2835
B06359	A057074003	1.2755
B06390	A057074005	1.2683
B08588	A057073002	1.4262
B18882	A057074002	1.3392
B06393	A057074004	1.5535
B06392	A057074006	1.3566
B08540	A057073003	1.344
B08541	A057073001	1.4321
B06391	A057074001	1.2936
B18547	A057077003/02	1.4944
B15625	A057077003/01	1.4651
B15627	A057077004	1.3746
B15626	A057077001/01/057077001/057077002	1.2523
B15632	A057075004/057075005	1.3177
B15634	A057075002	1.3839
B15635	A057075001	1.3346
B15633	A057075003	1.2921
B17597	A057076001	1.4329
B08468	A057078007	1.3893
B08470	A057078008	1.3436
B08471	A057078006	1.3898
B08469	A057078005	1.3633
B08538	A057078002	1.3575
B18853	A057078001/057078004/057078003	1.3285
B08539	A057078009	1.262
B11546	A057079002	1.7412
B11547	A057079004	1.5765
B11545	A057079003	1.4895
B11579	A057079001	1.5162
B15601	A057080001	1.2579
B10428	A057081002	1.4914
B10429	A057081010/057081009	1.3541
B15624	A057081001/057081008	1.4687
B10424	A057081006	1.4341
B10426	A057081007	1.3783
B10423	A057081003	1.3742
B10427	A057081004	1.4344
B10425	A057081005	1.3695
B14538	A057082001	1.2496
B14537	A057082002	1.241
B14536	A057082003	1.1682
B14539	A057082005	1.3088
B14474	A057082004	1.3086
B17593	A057083001	1.6099
B08459	A057084004	1.1726
B08458	A057084006	1.2323
B08465	A057084001/057084007/057084005	1.3404
B08466	A057084002/057084003	1.2696
B18204	A057085002	1.3657
B18205	A057085001/057085003/057085004	1.2989
B16230	A057086001	1.46
B16222	A057087001	1.2554
B14540	A057088001/01	1.4271
B14603	A057088003	1.3462
B14602	A057088002	1.3387
B14604	A057088001/02	1.2727
B18255	A057089002	1.3471
B18526	A057089001	1.3478
B16869	A057090001/057090002	1.471
B15607	A057091004	1.3091
B15605	A057091002	1.2956
B15604	A057091001	1.3038
B15606	A057091003	1.2525
B11528	A057092005	1.3638
B11560	A057092001/057092003/057092002	1.35
B11559	A057092004	1.3317
B10511	A057093003	1.3288
B10362	A057093004	1.2046
B10364	A057093007	1.1655
B10433	A057093005	1.2108
B10363	A057093008	1.2824
B18883	A057093002	1.3074
B10431	A057093001	1.3075
B10432	A057093006	1.2935
B15603	A057094001/057094004	1.5588
B15602	A057094002/057094003	1.4544
B06354	A057095002	1.378
B06355	A057095005	1.2695
B06353	A057095001	1.2054
B06379	A057095006	1.4571
B06378	A057095007	1.3961
B06380	A057095003	1.3303
B18884	A057095004	1.2376
B06411	A057096009	1.4995
B06410	A057096007	1.3528
B06408	A057096008	1.4702
B07271	A057096010	1.3554
B06409	A057096012/057096011	1.3833
B07270	A057096004	1.284
B06419	A057096002	1.4618
B06418	A057096001	1.3238
B06416	A057096006	1.2172
B06417	A057096003/057096005	1.2708
B18527	A057097001	1.319
B06361	A057098004	1.8826
B06396	A057098001	1.4553
B06360	A057098005	1.3103
B06395	A057098003	1.3425
B06394	A057098002	1.2525
B16179	A057099001	1.2979
B17129	A057099002	1.2825
B07276	A057100006	1.695
B06357	A057100007	1.4295
B07277	A057100003	1.3645
B06356	A057100004	1.2409
B06381	A057100005	1.2373
B06382	A057100002/057100001	1.2233
B17134	A057101002	1.31
B15723	A057101003	1.3416
B17135	A057101004	1.3788
B16182	A057101001	1.3116
B14584	A057102007	1.5196
B14581	A057102006	1.4467
B14583	A057102005	1.442
B14993	A057102003	1.4398
B14582	A057102004	1.4259
B14636	A057102002	1.2228
B14635	A057102001	1.2189
B18528	A057103002	1.4555
B16041	A057103001	1.3042
B10361	A057104004/01	1.3247
B18885	A057104004/02/057104003	1.2929
B10430	A057104001/057104002	1.4971
B11570	A057105001	1.3573
B11569	A057105002/057105004	1.3444
B11568	A057105003	1.3412
B14421	A057106039	1.6024
B14429	A057106014	1.5255
B14430	A057106012	1.4493
B14423	A057106013	1.4263
B14444	A057106040	1.4258
B14418	A057106019	1.3834
B14445	A057106038	1.3821
B14452	A057106041	1.3817
B14424	A057106003	1.3798
B14417	A057106042	1.3761
B14412	A057106009/01	1.3756
B14451	A057106018	1.3661
B14455	A057106002	1.3605
B14425	A057106015	1.3485
B14415	A057106037	1.3475
B14438	A057106044	1.3435
B14440	A057106033	1.3379
B14447	A057106008	1.335
B14422	A057106017	1.3335
B14420	A057106007	1.3323
B14453	A057106035	1.3319
B14450	A057106021	1.3282
B14414	A057106029	1.3268
B14413	A057106020	1.3214
B14446	A057106043	1.3182
B14427	A057106031	1.3167
B14441	A057106027	1.3117
B14437	A057106022	1.3083
B14419	A057106005	1.3082
B14449	A057106016	1.307
B14439	A057106034	1.3066
B14515	A057106001	1.3061
B14436	A057106028	1.3037
