OBJECT_ID	SA2022	Factor
B10491	A077065005	1.0655
B10490	A077065001	1.0658
B17670	A077066003	1.1314
B17640	A077066002	1.1266
B16267	A077066001	1.0646
B15363	A077067001	1.068
B15364	A077067002	1.0266
B15362	A077067003	1.0295
B16366	A077068003	1.0456
B17710	A077068002	1.0476
B16365	A077068001	0.9652
B17370	A077069001	1.1215
B17820	A077069002	1.1465
B18530	A077070001	1.1338
B17566	A077070002/077070003	1.0543
B09784	A077071001/077071002	1.0971
B09800	A077071004/077071003	1.1313
B13499	A077072004	1.0158
B13513	A077072002	1.0693
B13514	A077072001/077072003	1.0823
B17459	A077073001/077073002	1.0872
B18186	A077073003	1.0452
B16246	A077074004	1.1227
B16247	A077074003	1.1083
B17606	A077074001/077074002	1.0828
B13450	A077075005	1.1062
B13451	A077075003	1.2613
B13452	A077075004	1.1012
B13487	A077075001	1.1505
B13484	A077075002	1.1654
B13486	A077075006	1.09
B13485	A077075007	1.0979
B18295	A077076003	1.1762
B18294	A077076001	1.1216
B17393	A077076002	1.1259
B17476	A077077002	1.1129
B17475	A077077001	1.0281
B07993	A077078004/077078005	1.1369
B07973	A077078007/01	1.0676
B07994	A077078003/077078006	1.1783
B07990	A077078007/02/077078002/077078007/077078008	1.0792
B07991	A077078001	1.1353
B07992	A077078009	1.1711
B17570	A077079001	1.153
B17569	A077080001	1.1496
B17623	A077081001/077081003	1.3107
B17633	A077081002	1.1154
B10470	A077082004	1.0628
B10467	A077082003	1.131
B10482	A077082005	1.0497
B10484	A077082002	1.0615
B10469	A077082006	1.11
B10485	A077082001	1.067
B10481	A077082009	1.052
B10486	A077082007	1.0538
B10468	A077082008	0.975
B15337	A077083002	1.124
B15336	A077083001	1.0818
B16265	A077084002	1.1363
B17473	A077084001	1.0658
B17399	A077085001	1.1027
B18342	A077086002	1.1126
B17395	A077086001	1.0912
B15341	A077087002/02	1.0756
B15338	A077087002	1.0399
B15339	A077087001	1.0475
B15340	A077087002/01	1.0355
B17693	A077088001	1.0826
B05999	A077089006	1.1361
B05998	A077089002	1.1278
B05997	A077089003	1.1276
B06000	A077089011	1.1212
B05996	A077089015	1.1162
B07231	A077089009	1.113
B05993	A077089013	1.1114
B06084	A077089001	1.107
B06083	A077089008	1.0403
B06085	A077089010	1.0261
B06086	A077089018	1.0293
B05995	A077089017	1.0963
B05994	A077089004	1.0959
B06001	A077089014	1.0939
B07233	A077089005/077089007	1.0916
B06087	A077089012	1.086
B07232	A077089016	1.076
B16416	A077090003	1.1816
B16413	A077090001	1.1499
B17815	A077090002	1.1359
B17709	A077091001	1.0425
B16367	A077091002	1.0406
B05926	A077092004	1.0541
B05927	A077092008	1.0428
B05982	A077092005	1.1201
B05978	A077092006	1.0689
B05979	A077092001	1.0934
B05981	A077092002	1.0285
B05983	A077092007	1.0125
B05980	A077092003	1.0649
B07247	A077093001	1.0414
B06464	A077093003	1.1202
B06462	A077093002	1.0841
B06439	A077093004	1.0608
B17718	A077094001	1.0688
B17479	A077095001	1.1306
B16274	A077096001	1.1119
B17821	A077096003	1.1043
B16275	A077096002	1.101
B06003	A077097003/077097005	1.0784
B06092	A077097001	1.0618
B06091	A077097002/077097004	1.0684
B17825	A077098001	1.102
B16363	A077099004	1.1613
B17692	A077099002	1.1328
B16273	A077099001	1.059
B16364	A077099003	1.083
B16418	A077100002	1.2352
B17817	A077100001	1.1269
B06015	A077101021	1.3791
B06013	A077101020	1.3724
B06011	A077101022/01	1.2643
B06017	A077101022/02	1.1541
B06016	A077101024	1.149
B06014	A077101023	1.148
B06018	A077101009/02	1.1301
B06010	A077101009/01	1.1289
B07256	A077101010	1.1173
B06100	A077101015	1.0603
B06102	A077101002	1.0289
B06105	A077101018	1.0229
B06106	A077101012	1.0606
B06107	A077101011	1.0975
B06104	A077101013	1.0575
B06108	A077101005	1.1274
B06110	A077101006/01	1.0702
B06101	A077101019	1.0325
B06111	A077101001	1.0131
B06103	A077101016	1.0191
B06109	A077101014	1.0174
B06112	A077101003	0.9883
B06012	A077101007	1.0953
B06009	A077101017/077101004	1.0861
B07257	A077101008	1.0313
B07258	A077101006/02	1.0058
B05987	A077102036	1.379
B05942	A077102013	1.154
B05938	A077102011	1.1463
B05931	A077102042	1.1396
B05937	A077102009	1.1391
B05956	A077102014	1.1364
B05936	A077102039	1.1279
B05940	A077102002	1.1274
B05961	A077102012	1.1262
B05946	A077102037	1.1235
B05947	A077102038	1.1226
B05945	A077102019	1.1211
B05963	A077102029	1.12
B05989	A077102035	1.1193
B05941	A077102015	1.1147
B05991	A077102001	1.1132
B05950	A077102017	1.1119
B05959	A077102006	1.1101
B05960	A077102010	1.1088
B05986	A077102008	1.1613
B05930	A077102027	1.1058
B05953	A077102023	1.1055
B05951	A077102032	1.1054
B05943	A077102024	1.1035
B05988	A077102022	1.1025
B05992	A077102021	1.0981
B05958	A077102018	1.0947
B05933	A077102025	1.0946
B05934	A077102016	1.0946
B05949	A077102005	1.0946
B05962	A077102040	1.0945
B05957	A077102007	1.0941
B05939	A077102031	1.0924
B05954	A077102003	1.0908
B05948	A077102020	1.0861
B05952	A077102004	1.086
B05955	A077102030	1.0811
B05944	A077102026	1.0351
B05932	A077102028	1.0344
B05935	A077102033	1.0312
B05929	A077102041	1.0109
B05990	A077102034	0.9825
B16377	A077103002	1.0816
B17714	A077103004	1.1109
B17713	A077103001	1.0827
B16378	A077103003	1.0511
B13416	A077104014	1.2144
B13478	A077104010	1.2707
B13415	A077104003	1.2206
B13417	A077104011	1.2002
B13414	A077104005	1.1777
B13412	A077104006/077104007	1.1744
B13411	A077104009/077104012	1.1968
B13413	A077104002	1.1572
B13477	A077104001	1.1239
B13476	A077104008/077104004/077104013	1.0489
B17558	A077105001	1.1763
B16357	A077105002	1.1064
B05923	A077106016/077106017	1.2682
B05919	A077106009	1.1822
B05921	A077106005/077106006	1.1617
B18860	A077106010	1.1612
B05924	A077106018	1.1612
B05922	A077106019	1.1585
B07265	A077106003	1.1411
B07354	A077106002/02	1.1058
B05975	A077106011	1.1076
B05973	A077106015	1.1147
B05969	A077106002/01	1.0838
B05971	A077106020	1.0686
B05974	A077106008	1.0789
B05970	A077106001	1.0518
B05976	A077106007	1.0791
B05972	A077106013	1.11
B07266	A077106012/02	1.1344
B05918	A077106004/077106014	1.1328
B05920	A077106012/01	1.1288
B17819	A077107001/077107003	1.1607
B17818	A077107002	1.0805
B18190	A077108004	1.1555
B18191	A077108002	1.1035
B17608	A077108003	1.1368
B18189	A077108001/077108005	0.9396
B17396	A077109001	1.1276
B17926	A077109003	1.0913
B17394	A077109002	1.0255
B17481	A077110001	1.1243
B15352	A077111005	1.1236
B15351	A077111001	1.1023
B15349	A077111002	1.1321
B15350	A077111004	1.0647
B15348	A077111003	1.0922
B17609	A077112001	1.1191
B16248	A077112003/077112004	1.1671
B17610	A077112002	1.0994
B17721	A077113001	1.1535
B11130	A077114002/077114003	1.1075
B11137	A077114001	1.0806
B18293	A077115001	1.1606
B16421	A077115002	1.1016
B17576	A077116002	1.0598
B17577	A077116001	1.0894
B18125	A077117002	1.0699
B17826	A077117001	1.1041
B17724	A077118003	1.1246
B16346	A077118002	1.1473
B17723	A077118001	1.0999
B17712	A077119001	1.0392
B17695	A077120002	1.1307
B17694	A077120001	1.0819
B17722	A077121002	1.108
B16345	A077121001	1.0698
B16371	A077122003	1.0675
B16368	A077122001	1.0378
B16369	A077122002	1.0229
B15355	A077123002	1.0604
B15356	A077123001	1.0806
B17560	A077124001	1.1541
B13495	A077125003	1.1499
B13509	A077125001/077125002	1.0989
B17930	A077126001	1.1321
B17346	A077126002	1.0785
B09785	A077127002	1.2113
B09786	A077127004	1.1843
B18771	A077127001/02	1.0851
B09802	A077127006	1.0935
B09803	A077127005	1.0934
B09804	A077127003	1.0725
B09801	A077127001/01	1.0936
B09787	A077127007	1.1574
B09777	A077128010	1.6015
B09778	A077128013	1.4653
B09779	A077128001	1.4347
B09764	A077128016	1.384
B09798	A077128011	1.3322
B09763	A077128008	1.3029
B09767	A077128003	1.3022
B09768	A077128006	1.3005
B09794	A077128019	1.2202
B09766	A077128009	1.2185
B09775	A077128014	1.2161
B09770	A077128015	1.216
B09772	A077128002	1.2107
B09769	A077128022	1.1994
B09773	A077128012	1.1963
B09776	A077128017	1.1948
B09765	A077128004	1.1947
B09774	A077128018	1.1852
B09797	A077128005	1.1712
B09795	A077128007	1.1671
B09771	A077128020	1.1574
B09796	A077128021	1.1231
B09782	A077129004	1.1528
B09781	A077129003	1.0559
B09783	A077129006	1.0587
B09799	A077129002	1.1262
B09780	A077129005/077129001	1.1352
B17472	A077130001	1.12
B15012	A077131002/077131003	1.0748
B13475	A077131001	1.0975
B18188	A077132001	1.1172
B17607	A077132002	1.0802
B17469	A077037001/077133001	1.1304
B17562	A077134001	1.117
B15343	A077135001	1.134
B15342	A077135002	1.1314
B18655	A077136002/02	1.2206
B18653	A077136001	1.1614
B18656	A077136006	1.0873
B18657	A077136010	1.0881
B18654	A077136002/01	1.1193
B10052	A077136009	1.0846
B10051	A077136004	1.0714
B10053	A077136007/077136008	1.0147
B10050	A077136005/077136003	1.0689
B17578	A077137002	1.0808
B17575	A077137001	1.1153
B07998	A077138002/01	0.9955
B07999	A077138002/02	0.988
B08029	A077138007	1.107
B08028	A077138001	1.1123
B08030	A077138005	1.13
B08027	A077138006	1.0121
B08026	A077138004/077138003	1.0878
B17690	A077139001	1.1479
B15347	A077140002	1.1605
B15346	A077140001	1.0882
B06099	A077141002	1.0647
B06098	A077141001	1.0251
B06008	A077141003	1.0576
B07974	A077142003	1.1721
B07975	A077142004	1.1351
B07996	A077142002	1.1398
B07997	A077142001	1.1093
B07995	A077142005	1.109
B16321	A077143002	1.0975
B17720	A077143001	1.0685
B16344	A077144001	1.0672
B17717	A077144002	1.0882
B14915	A077145002	1.2331
B13472	A077145001/077145003	1.1689
B13408	A077146002	1.1657
B13470	A077146001	1.0385
B13469	A077146004	1.0492
B13471	A077146003	1.003
B17923	A077147001	1.1326
B17375	A077147002	1.1398
B13455	A077148007/02	1.1693
B13454	A077148007/01	1.0405
B13453	A077148006	1.0209
B13488	A077148004/077148005	1.171
B13490	A077148002	1.0811
B13491	A077148001	1.0492
B13489	A077148008	1.0525
B13492	A077148003	1.0523
B15368	A077149001/077149002	1.06
B16373	A077150001	1.0608
B17715	A077151002	1.0783
B16381	A077151001	1.0985
B16382	A077151003	1.054
B17929	A077152001	1.1501
B13409	A077153004	1.1296
B13410	A077153003	1.1708
B13473	A077153005	1.1439
B13474	A077153001/077153002	0.9305
B17457	A077154001/077154002	1.1157
B17823	A077155001	1.0748
B17467	A077156001/077156002/077156003	1.0913
B13457	A077157001	1.2695
B13494	A077157003	1.1532
B13456	A077157002	1.1381
B13493	A077157004	1.1142
B17932	A077158001	1.0871
B17411	A077158002	1.1136
B16243	A077159001	1.1368
B17604	A077159002	1.106
B13400	A077160001	1.4896
B13342	A077160050	1.4848
B13352	A077160063	1.4502
B18777	A077160069	1.3655
B13341	A077160024	1.1595
B13362	A077160028	1.2562
B13367	A077160041	1.3115
B13380	A077160062	1.3167
B18776	A077160016/02	1.1986
B13357	A077160023	1.4851
B13344	A077160051	1.1915
B13366	A077160019	1.4246
B13375	A077160003	1.3123
B13371	A077160039	1.1853
B13402	A077160074	1.2051
B13403	A077160075	1.2834
B13343	A077160040	1.2059
B13383	A077160036	1.1805
B13386	A077160065	1.1732
B13399	A077160022	1.4552
B13370	A077160047	1.1751
B13358	A077160032	1.1951
B13349	A077160033	1.176
B13381	A077160046	1.176
B13385	A077160068	1.163
B13354	A077160037	1.1971
B13378	A077160017	1.1632
B13466	A077160034	1.1761
B13379	A077160048	1.189
B13387	A077160057	1.1632
B13345	A077160038	1.1559
B13377	A077160042	1.3667
B13364	A077160054	1.1562
B13369	A077160005	1.1817
B13391	A077160010	1.2077
B13392	A077160020	1.1535
B13384	A077160055	1.1553
B13374	A077160018	1.1484
B13382	A077160067	1.1516
B13373	A077160011	1.1909
B13393	A077160035	1.1315
B13390	A077160064	1.1705
B13376	A077160004	1.1385
B13350	A077160009	1.1546
B13407	A077160056	1.1895
B13360	A077160002	1.2013
B13404	A077160052	1.2032
B13396	A077160021	1.1359
B13372	A077160012	1.1533
B13363	A077160049	1.1591
B13389	A077160073	1.2794
B13465	A077160014	1.1806
B13351	A077160027	1.1568
B13405	A077160031	1.1635
B13406	A077160061	1.1593
B13395	A077160070	1.1491
B13401	A077160060	1.1623
B13347	A077160006	1.1522
B13365	A077160045	1.1521
B13361	A077160013	1.1875
B13398	A077160053	1.1515
B13394	A077160071	1.1926
B13368	A077160058	1.1805
B18775	A077160016/01	1.1526
B13388	A077160072	1.1374
B13397	A077160066	1.1277
B13346	A077160044	1.13
B13353	A077160043	1.176
B13468	A077160007	1.0547
B13359	A077160015	1.1448
B13356	A077160026	1.1678
B18774	A077160029/02	1.0307
B18773	A077160030	1.1287
B13355	A077160059	1.1279
B13464	A077160025	1.0234
B13467	A077160029/01	1.0572
B13348	A077160008	1.0781
B13433	A077161024	1.686
B13437	A077161012	1.488
B13436	A077161003	1.4836
B13447	A077161023	1.4566
B13432	A077161025	1.4192
B13441	A077161020	1.365
B13442	A077161015	1.365
B13424	A077161004	1.3648
B13445	A077161002	1.3178
B13427	A077161017	1.3176
B13439	A077161016	1.3154
B13443	A077161001	1.3109
B13440	A077161027	1.2854
B13449	A077161008	1.2056
B13446	A077161026	1.203
B13425	A077161028	1.2005
B13431	A077161009	1.1992
B13448	A077161006	1.1976
B13428	A077161007	1.1942
B13430	A077161013/077161014	1.1938
B13426	A077161021	1.1873
B13435	A077161005	1.1863
B13438	A077161019	1.175
B13421	A077161018	1.1672
B13422	A077161011	1.1605
B13444	A077161029	1.1593
B13434	A077161010	1.1523
B13429	A077161030	1.1512
B13423	A077161022	1.1439
B17922	A077162001	1.1146
B17924	A077162002	1.1127
B16342	A077163002	1.1399
B16414	A077163003	1.1345
B16341	A077163001	1.0587
B17398	A077164002	1.094
B17397	A077164001	1.1447
B06004	A077165004/077165005	1.1057
B06096	A077165002	1.1713
B06093	A077165006	1.1087
B06095	A077165003	1.1395
B06094	A077165001	1.0837
B16245	A077166004	1.115
B16244	A077166001	1.1073
B18187	A077166002	1.1058
B17605	A077166003	1.0793
B04118	A087090015	1.1946
B04121	A087090016	1.0967
B04115	A087090009	1.0941
B04113	A087090007	0.9052
B04107	A087090010	0.902
B04119	A087090012	0.8968
B04114	A087090011	0.8862
B04120	A087090005	0.884
B04111	A087090018	0.8827
B04169	A087090003	0.881
B04122	A087090002	0.8809
B04108	A087090001	0.8774
B04110	A087090017	0.8724
B04116	A087090014	0.8724
B04106	A087090006	0.869
B04117	A087090013	0.8687
B04109	A087090004	0.864
B04112	A087090008	0.8605
B04087	A087001007	0.999
B04089	A087001012/01	0.9652
B04090	A087001012/02	0.8953
B04086	A087001006	0.8885
B04083	A087001002	0.8827
B04082	A087001001	0.8805
B04092	A087001013	0.8778
B04085	A087001009	0.8754
B04091	A087001010	0.8753
B04163	A087001004	0.8073
B04165	A087001003	0.7715
B04164	A087001011	0.7525
B04088	A087001005	0.871
B04084	A087001008	0.8565
B04063	A087002011	1.4203
B04061	A087002008	1.3828
B04067	A087002012	1.2304
B04066	A087002010	1.196
B04062	A087002004	1.098
B04065	A087002009	1.0962
B04060	A087002005	1.0351
B04064	A087002002	0.9949
B04070	A087002003	0.9067
B04069	A087002001	0.8992
B04071	A087002006	0.8876
B04068	A087002007	0.8823
B17981	A087003001	0.7186
B12152	A087004004	0.7839
B12153	A087004001	0.995
B12181	A087004002	0.7401
B12182	A087004003	0.747
B04195	A087005002	0.7621
B04331	A087005001	0.7602
B14867	A087006001	0.8317
B14868	A087006004	0.7921
B12191	A087006005	0.7132
B12190	A087006002	0.7228
B12189	A087006003	0.7119
B18463	A087007002	0.8051
B16656	A087007001	0.7519
B14890	A087008006	0.8724
B18604	A087008005/02	1.0972
B15002	A087008001	0.7617
B14871	A087008003	0.652
B18891	A087008004	0.8269
B12200	A087008002	0.724
B12195	A087009001/02	0.971
B12157	A087009001/01	0.7783
B12193	A087009003	0.7661
B12194	A087009002	0.7634
B12192	A087009004	0.7582
B10664	A087010005	0.7319
B10702	A087010001	0.7339
B10665	A087010004	0.705
B10701	A087010003	0.739
B10703	A087010002	0.7136
B12156	A087011002	0.7594
B12187	A087011005	0.7092
B12186	A087011004	0.7019
B12188	A087011001	0.7286
B12185	A087011003	0.6888
B12155	A087011006	0.6742
B16689	A087012001	0.7459
B15039	A087013001	0.7829
B12168	A087014009	0.7847
B12166	A087014013	0.7781
B12165	A087014012	0.7616
B12197	A087014008	0.7223
B12198	A087014006	0.6563
B12199	A087014007	0.7031
B12196	A087014010	0.701
B12163	A087014014	0.7199
B12161	A087014004	0.7199
B12164	A087014015	0.7174
B12159	A087014003	0.7088
B12162	A087014011	0.7084
B12167	A087014002	0.6945
B12158	A087014005	0.6768
B12160	A087014001	0.6546
B17382	A087015001/01	0.7516
B17383	A087015001/02	0.7622
B04073	A087016004	0.7363
B07224	A087016003	0.7027
B04158	A087016002/02	0.7229
B04156	A087016002/01	0.7556
B04157	A087016001	0.734
B08817	A087017004	0.9897
B08816	A087017006	0.8827
B08987	A087017005	0.7654
B08984	A087017002	0.7977
B08985	A087017001	0.7429
B08986	A087017003	0.7452
B04152	A087018004	0.805
B04179	A087018002	0.7003
B04181	A087018005	0.7043
B04180	A087018006	0.7071
B04153	A087018001	0.7819
B04154	A087018003	0.7769
B10699	A087019003	0.7276
B10661	A087019004	0.6858
B10700	A087019001	0.7132
B10662	A087019005	0.6421
B10663	A087019002	0.6715
B16648	A087020001	0.7298
B17244	A087021002	0.7351
B17381	A087021001	0.7609
B10666	A087022001	1.0099
B10668	A087022006	0.8635
B10667	A087022002	0.8649
B10669	A087022005	0.8507
B10705	A087022003	0.7626
B10704	A087022004	0.757
B08918	A087023035	0.9374
B08929	A087023026	0.901
B08904	A087023036	0.8046
B08911	A087023027	0.8037
B08899	A087023025	0.7977
B08932	A087023024	0.7796
B08931	A087023028	0.7774
B08996	A087023001/02	0.7059
B08995	A087023050/02	0.6762
B08921	A087023013	0.776
B08916	A087023038	0.7714
B08936	A087023046	0.7712
B08901	A087023014	0.771
B08946	A087023001/01	0.7702
B08907	A087023040	0.7681
B08923	A087023047	0.7675
B08940	A087023044/01	0.7666
B08938	A087023008	0.7666
B08925	A087023029	0.7651
B08926	A087023034	0.7647
B08943	A087023049	0.7644
B08944	A087023045	0.7644
B08922	A087023023	0.7643
B08915	A087023017	0.7642
B08934	A087023033	0.7629
B08924	A087023015	0.7625
B08933	A087023016	0.7618
B08909	A087023022	0.761
B08910	A087023032	0.7606
B08897	A087023019	0.7602
B08935	A087023039	0.7601
B08898	A087023042	0.7592
B08945	A087023010	0.7591
B08920	A087023030	0.7586
B08917	A087023006	0.7578
B08906	A087023018	0.7576
B08927	A087023002	0.7576
B08896	A087023048	0.7567
B08908	A087023005	0.7565
B08937	A087023041	0.7561
B08919	A087023021	0.7561
B08930	A087023031	0.7461
B08939	A087023009/02	0.7367
B08928	A087023037	0.7331
B08903	A087023009/01	0.7329
B08913	A087023043	0.732
B08912	A087023012	0.723
B08947	A087023007	0.7227
B08902	A087023003	0.7198
B08905	A087023020	0.7063
B08900	A087023004	0.6879
B08914	A087023011	0.6873
B08942	A087023050/01	0.65
B08941	A087023044/02	0.5871
B17308	A087024001	0.7996
B16674	A087024002	0.76
B10688	A087025021	0.8052
B10672	A087025014	0.8005
B10686	A087025028	0.7985
B10692	A087025017	0.7822
B10679	A087025010	0.7812
B10707	A087025005	0.6995
B10708	A087025004	0.6888
B10683	A087025022	0.7769
B10680	A087025011	0.7763
B10689	A087025024	0.7757
B10693	A087025006/01	0.7706
B10676	A087025018	0.7656
B10706	A087025019	0.7653
B10681	A087025016	0.7649
B10670	A087025008	0.7644
B10687	A087025025	0.763
B10678	A087025023	0.7627
B10691	A087025002	0.7614
B10694	A087025006/02	0.7592
B10674	A087025003	0.7475
B10682	A087025001	0.7358
B10684	A087025015	0.7352
B10673	A087025013	0.7349
B10677	A087025026	0.7336
B10671	A087025007	0.7224
B10675	A087025009	0.721
B10690	A087025012	0.7122
B10695	A087025020	0.6901
B10685	A087025027	0.6882
B15052	A087026004	0.727
B15051	A087026003	0.7324
B16649	A087027001	0.7223
B15049	A087026002	0.7286
B15050	A087026001	0.671
B15810	A087028002	0.7049
B16652	A087028001	0.7157
B10637	A087029010/01	0.7121
B10657	A087029011	0.7333
B10655	A087029010/02	0.7536
B10656	A087029001	0.7206
B10658	A087029002	0.7196
B10646	A087029016	0.7748
B10649	A087029005	0.7725
B10641	A087029006	0.7722
B10643	A087029004	0.7669
B10645	A087029017	0.7668
B10648	A087029021	0.7654
B10651	A087029012	0.7607
B10638	A087029007	0.7597
B10652	A087029019	0.7583
B10659	A087029018	0.7572
B10650	A087029015	0.7463
B10640	A087029008	0.746
B10639	A087029009	0.7351
B10654	A087029003/01	0.7347
B10644	A087029013	0.7343
B10647	A087029020	0.6894
B10642	A087029014	0.6888
B10653	A087029003/02	0.6882
B15742	A087030002	0.7164
B15713	A087030001	0.7199
B16650	A087030003	0.6771
B12223	A087031005	1.1497
B12226	A087031009	0.8455
B12221	A087031003	0.8404
B12325	A087031010	0.7359
B12326	A087031001/01/087031001/087031007	0.7523
B12324	A087031004/02	0.7259
B12220	A087031008	0.823
B12224	A087031006	0.8177
B12222	A087031002	0.8149
B12225	A087031004/01	0.8121
B14916	A087031001/02	0.8021
B15058	A087032001	0.7239
B04079	A087033008	0.7433
B04076	A087033005	0.6994
B04160	A087033003	0.7264
B04078	A087033004	0.6981
B04077	A087033006	0.7009
B04159	A087033007	0.7187
B04075	A087033002	0.7747
B04074	A087033001	0.7459
B08885	A087034029	1.2681
B08884	A087034030	1.2674
B08871	A087034006	1.1511
B08888	A087034027	1.1184
B08889	A087034026	1.1165
B08876	A087034008	1.0504
B08875	A087034007	1.047
B08881	A087034009	0.985
B08882	A087034016	0.9136
B08893	A087034019	0.855
B08873	A087034028	0.8547
B08895	A087034018	0.8508
B08892	A087034020	0.8414
B08866	A087034013	0.8365
B08870	A087034010	0.8329
B08894	A087034017	0.8327
B08867	A087034001	0.8319
B08887	A087034022	0.8263
B08878	A087034021	0.8261
B08872	A087034004	0.8216
B08879	A087034002	0.8178
B08880	A087034015	0.8174
B08886	A087034012	0.8173
B08877	A087034023	0.8154
B08890	A087034014	0.8126
B08891	A087034003	0.8111
B08883	A087034011	0.8053
B08865	A087034031	0.805
B08868	A087034024	0.7752
B08869	A087034005	0.7618
B08874	A087034025	0.7597
B15040	A087035002	0.7595
B15041	A087035001	0.7113
B17333	A087036001	0.8053
B17262	A087036002	0.7203
B15057	A087037001	0.7261
B10565	A087038002	0.925
B09021	A087038001	0.7256
B16695	A087039001	0.7173
B08560	A087040003	0.7256
B08594	A087040002	0.7423
B08559	A087040001	0.7048
B10660	A087041001	0.8518
B10697	A087041003	0.7543
B10698	A087041002	0.7355
B18540	A087042002/02	0.8114
B17380	A087042002/01	0.7997
B17334	A087042001	0.7788
B16694	A087043001/087043002	0.7531
B16691	A087044001	0.7567
B11694	A087045001	0.7839
B04166	A087046001/02	1.2383
B18631	A087046001/01	0.7436
B04220	A087047002/01	0.8628
B04206	A087047010	0.7952
B04203	A087047009	0.7942
B04332	A087047001/01	0.7658
B04333	A087047001/02	0.6722
B04221	A087047005/02	0.762
B04219	A087047023/087047024	0.7616
B04213	A087047012	0.7604
B04208	A087047006	0.7566
B04212	A087047013	0.7565
B04207	A087047016	0.7564
B04218	A087047015	0.7555
B04199	A087047021	0.7555
B04197	A087047017	0.7548
B04201	A087047011	0.7539
B04205	A087047018	0.7535
B04210	A087047008	0.7535
B04214	A087047003/01	0.7509
B04198	A087047005/01	0.7484
B04202	A087047022	0.7481
B04209	A087047007	0.7476
B04211	A087047004	0.7228
B04196	A087047014	0.7214
B04204	A087047019	0.6936
B07139	A087047002/02	0.6739
B04215	A087047003/02	0.6712
B04217	A087047003/04	0.663
B04200	A087047020	0.66
B04216	A087047003/03	0.6523
B04192	A087048001	1.0257
B04185	A087048005	0.9228
B04329	A087048004	0.7291
B04330	A087048003	0.7205
B04328	A087048002	0.7096
B04189	A087048010	0.7885
B04190	A087048007	0.7829
B04187	A087048012	0.782
B04193	A087048013	0.7812
B04186	A087048006	0.7794
B04191	A087048009	0.7784
B04188	A087048011	0.7776
B04194	A087048008	0.7533
B04183	A087049002	0.7228
B04182	A087049001	0.7094
B04133	A087050009	1.3144
B04145	A087050010	1.2768
B04130	A087050021	1.2732
B04148	A087050032/02	1.2022
B07107	A087050006	1.0651
B04131	A087050022	0.9631
B04141	A087050011	0.9615
B04144	A087050023	0.9324
B04136	A087050026	0.8635
B04138	A087050012	0.8578
B07109	A087050032/03	0.8563
B04123	A087050024	0.8556
B04140	A087050017	0.8547
B04135	A087050018	0.8533
B07140	A087050003	0.8476
B04127	A087050030	0.8458
B04125	A087050029	0.8453
B04142	A087050015	0.8453
B04129	A087050031	0.8398
B04128	A087050019	0.8395
B04126	A087050020	0.8393
B04170	A087050005	0.776
B04171	A087050001	0.7565
B04172	A087050002	0.7302
B04134	A087050008	0.8341
B04173	A087050027	0.8322
B04139	A087050014	0.8318
B07106	A087050004	0.8285
B04143	A087050016	0.8256
B04132	A087050007	0.8248
B07108	A087050025/01	0.8238
B04137	A087050013	0.8171
B04146	A087050025/02	0.7919
B04124	A087050028	0.736
B04147	A087050032/01	0.6855
B17379	A087051002	0.7828
B16688	A087051001	0.7583
B04099	A087052007	0.8293
B04098	A087052005	0.8153
B04095	A087052003	0.8144
B04103	A087052011	0.8031
B04105	A087052016	0.7292
B04096	A087052017	0.6519
B04168	A087052015	0.6596
B04097	A087052014	0.6538
B04167	A087052013	0.7459
B04102	A087052009	0.7923
B07254	A087052012/02	0.7896
B04100	A087052001	0.7863
B04093	A087052002	0.785
B07253	A087052012/01	0.7848
B04101	A087052006	0.784
B04094	A087052010	0.7782
B04104	A087052008	0.7687
B07255	A087052004	0.7537
B16529	A087053001	0.6686
B12150	A087054001/01	0.7815
B12151	A087054001/02	0.8064
B04178	A087055004	0.8513
B04151	A087055006	0.8437
B04149	A087055005	0.8238
B04150	A087055007/01	0.8085
B04176	A087055003	0.7771
B04175	A087055007/02	0.751
B04174	A087055001	0.772
B04177	A087055002	0.778
B04080	A087056004	0.8721
B04162	A087056003	0.7517
B04081	A087056002	0.7729
B07353	A087056006	0.7389
B18819	A087056005/02	0.8317
B18821	A087056005/03	0.7527
B04161	A087056005/01	0.7316
B18820	A087056005/04/087056001	0.7406
B15715	A087057001	0.8062
B15716	A087057002	0.7864
B16653	A087058001	0.7357
B16654	A087058002	0.7602
B15042	A087059002	0.7575
B15043	A087059001	0.7283
B06447	A087060002	0.7086
B07299	A087060001	0.6718
B16696	A087061002	0.7618
B17296	A087061001	0.7313
B09023	A087062001	0.7179
B09022	A087062002	0.6346
B09024	A087062003	0.6399
B08822	A087064026	0.8758
B08829	A087064008	0.8032
B08823	A087064015	0.7992
B08851	A087064003	0.7974
B08855	A087064012	0.7964
B08824	A087064038	0.7955
B08849	A087064036	0.7926
B08836	A087064033	0.7911
B08833	A087064037	0.7891
B08835	A087064031	0.7888
B08828	A087064007	0.7884
B08859	A087064020	0.7882
B08820	A087064044	0.7855
B08850	A087064002	0.7842
B08841	A087064021	0.7833
B18607	A087064001	0.7831
B08992	A087064052	0.7866
B08991	A087064049	0.7264
B08834	A087064039	0.7823
B08843	A087064005	0.7812
B18606	A087064017	0.781
B08830	A087064034	0.7809
B08852	A087064027	0.7807
B08819	A087064032	0.7788
B08827	A087064045	0.7778
B08825	A087064006	0.777
B08854	A087064042	0.7736
